Order ID,Order Date,Customer ID,Product Name,Category,Sub-Category,Region,Country,City,Quantity,Unit Price,Discount (%),Total Sales,Profit,Shipping Cost,Order Priority,Sales Rep,Warehouse Code,Profit Margin (%)
O-1439,2025-07-02,C-4908,Kitchen Mini,Furniture,Tables,Europe,Germany,Sherryburgh,0.42105263157894735,163.75,0.06,1385.32,241.77,31.3,Low,John Gutierrez,W1,17.45
O-1440,2025-04-10,C-1525,Spend Plus,Electronics,Phones,Asia,India,East Michael,0.3157894736842105,276.6,0.25,1452.15,283.62,15.57,High,Mary Sanchez,W4,19.53
O-1441,2024-09-29,C-5379,Member Pro,Furniture,Sofas,North America,USA,South Christine,0.15789473684210525,28.7,0.11,102.17,20.19,35.79,High,Daniel Herrera,W1,19.76
O-1442,2024-10-21,C-1412,Investment Plus,Apparel,Jackets,Asia,Japan,South Jessicaview,0.0,30.06,0.02,29.46,5.01,32.97,Low,Justin Smith,W4,17.01
O-1443,2024-12-02,C-1986,Already Pro,Electronics,Tablets,Europe,Germany,Kaylamouth,0.8421052631578947,221.09,0.26,2781.31,328.51,11.39,Low,Pamela Hughes,W2,11.81
O-1444,2024-12-29,C-9800,Since X,Furniture,Tables,Europe,Germany,Shieldston,0.3684210526315789,993.0,0.18,6514.08,1831.08,38.58,Medium,Christian Brown,W2,28.11
O-1445,2025-02-22,C-2876,That Mini,Apparel,Shirts,North America,Canada,Melissafort,0.631578947368421,957.97,0.08,11457.32,2071.63,11.57,Low,Dalton Crawford,W2,18.08
O-1446,2025-04-20,C-4542,Beautiful Mini,Furniture,Chairs,North America,USA,Johnbury,0.3684210526315789,592.58,0.15,4029.54,840.71,9.05,High,Wendy Harper,W3,20.86
O-1447,2024-11-08,C-7107,Really X,Electronics,Phones,Europe,Germany,North Taylor,0.6842105263157894,864.24,0.01,11978.37,2563.28,41.75,Low,Mark Spencer,W2,21.4
O-1448,2025-01-06,C-3574,You Plus,Electronics,Tablets,Asia,China,Samuelfort,0.05263157894736842,925.69,0.23,1425.56,271.9,13.51,Low,Rebecca Mayo,W2,19.07
O-1449,2025-03-06,C-6095,List Plus,Furniture,Chairs,Asia,India,Sawyermouth,0.3684210526315789,402.38,0.02,3154.66,833.05,21.92,Low,Veronica Jones,W3,26.41
O-1450,2024-10-23,C-1028,Stuff Plus,Apparel,Jackets,Asia,Japan,Annemouth,0.0,953.27,0.16,800.75,93.39,34.53,Low,Dr. Kevin Rivers MD,W2,11.66
O-1451,2025-04-25,C-1611,Front X,Furniture,Sofas,Asia,China,East Travistown,0.3684210526315789,491.38,0.03,3813.11,672.26,33.47,Medium,James Stewart,W1,17.63
O-1452,2025-07-16,C-9419,Choose Plus,Apparel,Shirts,Asia,China,West Shane,0.05263157894736842,819.72,0.02,1606.65,294.62,17.45,Low,Marc Weeks,W3,18.34
O-1453,2025-02-26,C-2223,Marriage Pro,Electronics,Tablets,Asia,China,New Monica,0.15789473684210525,952.25,0.15,3237.65,808.2,30.51,High,Kimberly Lewis,W1,24.96
O-1454,2024-10-14,C-1624,Recognize Mini,Electronics,Laptops,Europe,Germany,South Maryport,0.21052631578947367,155.24,0.01,768.44,105.22,47.64,Low,Rachel Fox,W3,13.69
O-1455,2025-02-03,C-7233,Government Pro,Furniture,Chairs,Asia,Japan,West Judyside,0.5263157894736843,437.58,0.17,3995.11,938.48,27.03,Medium,Sabrina Whitaker,W2,23.49
O-1456,2024-09-15,C-5430,Describe Mini,Electronics,Phones,Europe,Germany,East Kyle,0.5789473684210527,321.94,0.21,3051.99,787.63,39.61,High,Cheryl Williams,W1,25.81
O-1457,2025-01-01,C-9522,Accept X,Furniture,Sofas,Asia,Japan,South Carl,0.894736842105263,380.2,0.06,6432.98,1269.86,20.93,Medium,Jasmine Garcia,W2,19.74
O-1458,2025-05-10,C-2870,Experience Plus,Electronics,Tablets,Asia,India,Meredithmouth,0.05263157894736842,248.47,0.08,457.18,49.61,31.59,Medium,Bryan Vasquez,W3,10.85
O-1459,2025-04-12,C-9908,Technology Pro,Furniture,Chairs,Europe,Germany,East Justinchester,0.736842105263158,299.35,0.25,3367.69,900.71,28.54,Low,Michael Adkins,W4,26.75
O-1460,2024-07-31,C-6888,Politics X,Apparel,Shirts,North America,USA,New Amanda,0.0,256.29,0.29,181.97,28.31,11.45,Medium,Angel Mosley,W4,15.56
O-1461,2025-04-23,C-6356,From Pro,Apparel,Jackets,Asia,China,Lake Traciemouth,0.894736842105263,225.0,0.1,3645.0,428.92,46.11,Medium,Kristina Ellison,W3,11.77
O-1462,2025-01-24,C-6439,Admit Mini,Furniture,Chairs,Asia,China,Mendozaview,0.7894736842105263,564.78,0.21,7138.82,1091.53,20.66,High,Jacob Cole,W2,15.29
O-1463,2024-08-25,C-5035,Chair Plus,Electronics,Phones,North America,Canada,Julieton,0.6842105263157894,196.58,0.19,2229.22,660.2,34.25,Medium,Patrick Hernandez,W3,29.62
O-1464,2025-05-28,C-1473,Fact Plus,Electronics,Phones,North America,Canada,East Anatown,0.0,830.82,0.15,706.2,135.36,32.3,High,Robin Parks,W3,19.17
O-1465,2024-10-28,C-6759,Others Mini,Furniture,Tables,Europe,UK,Brandonville,0.5789473684210527,669.75,0.08,7394.04,1446.71,30.02,Low,Anne Fisher,W1,19.57
O-1466,2024-08-01,C-1502,Dream Pro,Furniture,Chairs,Asia,China,Lake Oliviafurt,0.6842105263157894,263.02,0.01,3645.46,1027.67,17.03,High,Mark Ward,W4,28.19
O-1467,2025-06-18,C-9705,She Pro,Apparel,Shirts,Europe,UK,Jonesfort,0.8421052631578947,965.82,0.28,11821.64,2794.16,43.55,Low,Christopher Fletcher,W3,23.64
O-1468,2024-08-23,C-5070,Theory Mini,Apparel,Shoes,Asia,China,New Lindatown,0.6842105263157894,766.79,0.25,8051.3,1894.11,48.99,High,James Pittman,W4,23.53
O-1469,2025-06-05,C-7896,Professional Pro,Apparel,Shoes,North America,USA,Robertburgh,0.5789473684210527,979.53,0.0,11754.36,2658.21,45.94,Medium,Sonya Beck,W3,22.61
O-1470,2025-01-31,C-5589,Especially Plus,Apparel,Shirts,North America,USA,New Steveland,0.3684210526315789,159.83,0.13,1112.42,204.43,47.9,Low,James Mitchell,W4,18.38
O-1471,2025-03-07,C-5779,Not Pro,Electronics,Laptops,Asia,Japan,Richardville,0.42105263157894735,357.51,0.16,2702.78,741.66,22.06,High,Randy Smith,W3,27.44
O-1472,2024-09-29,C-2979,Treat Pro,Apparel,Shirts,North America,USA,Amandastad,0.8421052631578947,840.04,0.06,13423.84,3691.56,5.82,Medium,Elizabeth Miller,W1,27.5
O-1473,2025-05-27,C-5152,Address Plus,Furniture,Tables,North America,Canada,Keithton,0.5789473684210527,277.66,0.19,2698.86,365.55,16.39,Medium,Deborah Good DDS,W4,13.54
O-1474,2024-10-19,C-6119,Of Plus,Electronics,Phones,Europe,UK,Port Michaelside,0.0,958.9,0.14,824.65,191.72,38.06,Medium,Hannah Hayes,W2,23.25
O-1475,2025-01-21,C-7718,Reality X,Furniture,Sofas,Europe,France,South Robert,0.8421052631578947,399.17,0.16,5700.15,772.48,16.47,High,Allison Jordan,W1,13.55
O-1476,2024-12-11,C-2715,Land X,Furniture,Tables,Asia,Japan,Hammondbury,0.9473684210526316,399.74,0.23,5848.2,704.1,6.47,Low,Anthony Thompson,W1,12.04
O-1477,2025-01-08,C-4273,Increase Mini,Apparel,Jackets,North America,Canada,Lake Mary,0.9473684210526316,734.2,0.01,13810.3,3656.43,15.71,Low,Helen Barton,W4,26.48
O-1478,2025-01-10,C-5175,Less Plus,Furniture,Chairs,Europe,UK,Marcshire,0.21052631578947367,763.35,0.11,3396.91,706.3,28.2,High,Richard Anthony,W3,20.79
O-1479,2025-04-26,C-9105,Hold Mini,Electronics,Laptops,Asia,Japan,Joseberg,0.736842105263158,375.34,0.16,4729.28,612.03,11.54,Low,Nicholas Cunningham,W3,12.94
O-1480,2025-05-13,C-4171,Green Pro,Apparel,Shoes,Asia,India,Villarrealville,0.47368421052631576,818.78,0.16,6877.75,874.6,34.7,Medium,Mark Henry,W4,12.72
O-1481,2025-01-04,C-4279,Assume Pro,Furniture,Tables,Asia,Japan,South Brittany,0.0,454.43,0.28,327.19,77.42,15.44,Medium,Cathy Hoffman,W3,23.66
O-1482,2024-10-17,C-4924,Customer Pro,Apparel,Shoes,Asia,China,Michaelfurt,0.894736842105263,534.66,0.06,9046.45,1879.08,25.39,Medium,Gina Ewing,W1,20.77
O-1483,2024-08-19,C-2957,Anyone Pro,Electronics,Laptops,Europe,UK,North Madisonside,0.47368421052631576,633.48,0.12,5574.62,1093.02,27.56,High,Zachary Roberts,W4,19.61
O-1484,2025-01-20,C-2265,Little Plus,Apparel,Shoes,Asia,Japan,Port Laurenmouth,1.0,683.09,0.25,10246.35,1492.91,26.14,Medium,Victor Hubbard,W1,14.57
O-1485,2024-09-02,C-8774,Especially Mini,Apparel,Jackets,North America,Canada,Ortizland,0.2631578947368421,665.63,0.09,3634.34,1048.49,38.54,Low,Adam Dorsey,W4,28.85
O-1486,2025-01-07,C-4307,Investment Pro,Apparel,Shoes,Europe,France,Lisamouth,0.5263157894736843,318.97,0.05,3333.24,669.59,5.01,Medium,Lisa Jones,W3,20.09
O-1487,2024-09-27,C-5599,Save Pro,Electronics,Phones,Asia,Japan,South Jesse,0.2631578947368421,720.02,0.12,3801.71,675.35,14.51,Medium,Michelle Kaiser,W2,17.76
O-1488,2024-10-01,C-7556,Moment Plus,Electronics,Phones,Asia,Japan,Lake Tiffanyville,0.631578947368421,661.47,0.06,8083.16,1230.07,15.4,High,Michael Dean,W4,15.22
O-1489,2024-07-29,C-3147,Church X,Apparel,Shirts,Europe,Germany,Greenbury,0.3684210526315789,99.57,0.03,772.66,151.24,42.94,Medium,Daniel Henson,W3,19.57
O-1490,2025-04-30,C-9942,Decision X,Apparel,Jackets,North America,USA,Brownland,0.3684210526315789,106.09,0.13,738.39,86.09,24.2,Low,Sean Morgan,W2,11.66
O-1491,2025-03-11,C-4899,Trouble X,Furniture,Tables,Europe,UK,South Stephaniefurt,0.9473684210526316,69.42,0.21,1041.99,162.19,30.58,High,Jesse Horne,W1,15.57
O-1492,2025-01-12,C-5898,Leave Plus,Apparel,Shirts,Asia,India,East Amyfort,0.5263157894736843,920.96,0.18,8307.06,2086.03,31.05,Low,Theresa Williams,W4,25.11
O-1493,2025-06-02,C-1615,Run Plus,Furniture,Chairs,Asia,India,New Bryan,0.47368421052631576,820.58,0.04,7877.57,1703.31,26.81,Low,Eric Martin,W4,21.62
O-1494,2025-04-08,C-3855,Sister Plus,Electronics,Laptops,Asia,India,Mayshire,0.894736842105263,320.36,0.05,5478.16,1351.48,44.64,High,Robert Smith,W2,24.67
O-1495,2024-10-08,C-7483,From X,Furniture,Chairs,North America,USA,Joestad,0.3684210526315789,238.29,0.04,1830.07,246.72,22.18,Medium,Claudia Jones,W1,13.48
O-1496,2025-03-05,C-9801,It Mini,Electronics,Laptops,North America,Canada,Port Daniel,0.47368421052631576,408.15,0.2,3265.2,480.17,27.69,High,Anna Smith DDS,W1,14.71
O-1497,2024-10-14,C-6858,Similar Plus,Electronics,Phones,Europe,Germany,Amymouth,0.0,578.54,0.12,509.12,125.22,25.08,High,Jesse Gaines,W3,24.6
O-1498,2025-01-23,C-8034,Yes X,Furniture,Sofas,Asia,India,New Peterchester,1.0,61.31,0.23,944.17,209.35,20.06,Medium,Linda Beasley,W2,22.17
O-1499,2024-11-11,C-2014,Learn X,Apparel,Shirts,Europe,Germany,North Julieberg,0.631578947368421,282.87,0.25,2757.98,731.7,36.47,High,Selena Wright,W2,26.53
O-1500,2025-04-18,C-6673,Director X,Electronics,Phones,Europe,France,Castanedaborough,0.42105263157894735,937.82,0.11,7511.94,1557.58,38.09,High,Hector Jimenez,W1,20.73
