Order ID,Order Date,Customer ID,Product Name,Category,Sub-Category,Region,Country,City,Quantity,Unit Price,Discount (%),Total Sales,Profit,Shipping Cost,Order Priority,Sales Rep,Warehouse Code
,2024-12-21,C-7279,Chance X,Electronics,Tablets,Europe,France,Hernandezstad,1.0,,0.21,0.0,0.0,13.84,Medium,Joel Peters,W4
O-6960,2025-04-28,C-6130,Four Plus,Electronics,,Europe,France,Kyleside,17.0,206.43,0.05,3333.84,427.05,,Low,Catherine Alvarez,W4
O-8008,2024-11-03,C-2209,Us X,Furniture,Sofas,Europe,France,Port Heidi,11.0,982.65,0.22,8431.14,875.71,44.84,High,Anthony Price,W4
O-8580,2025-05-08,C-7796,,Furniture,Chairs,Europe,,South Markmouth,8.0,200.46,0.04,1539.53,282.95,,Medium,Veronica Bentley,W2
O-1141,2024-07-30,C-1816,Anyone Pro,Furniture,Chairs,North America,USA,Mitchellburgh,14.0,572.48,0.27,5850.75,1461.72,21.0,,Andrew Walker,W3
O-8688,2025-01-05,C-7642,,Apparel,Shirts,Asia,India,New Wesleyborough,6.0,392.09,0.23,1811.46,264.7,7.49,High,Jeffrey Vaughn,
O-2478,2024-11-02,C-3576,,Apparel,Jackets,Asia,India,Timothyville,13.0,668.5,0.17,7213.11,1108.19,29.87,High,James Smith,W3
O-2711,2025-07-27,C-6331,Clear Plus,Furniture,Tables,,Germany,Brittanyborough,17.0,575.9,0.05,9300.78,1163.38,,Low,Jessica Miller,W4
O-3351,,C-4923,Fish Mini,Apparel,Jackets,Europe,Germany,New Kevin,20.0,416.39,0.01,8244.52,1455.65,48.05,Medium,Robert Melendez,W3
,,C-9995,Admit Mini,Furniture,Tables,North America,USA,Moralesfort,2.0,885.14,0.13,1540.14,206.87,18.33,,Latasha Delgado,W1
O-6523,2025-01-12,C-6703,Continue Mini,Electronics,Tablets,Asia,China,Cassandratown,6.0,,0.12,0.0,0.0,25.34,High,Jennifer Berg,W2
O-9780,2025-05-10,,Mouth Mini,,Laptops,North America,USA,Rossside,18.0,407.9,,7342.2,2187.77,15.17,Low,Peter Lewis,W2
,2024-12-16,C-5313,Form Mini,Furniture,Tables,Asia,China,West Haley,8.0,151.98,0.23,936.2,126.47,16.98,Low,James Bradford,W2
O-8963,2024-09-14,C-9978,Cultural Mini,Furniture,Chairs,North America,,South Denisehaven,15.0,417.96,0.03,6081.32,978.31,11.59,,,W4
O-1301,2025-06-06,C-2501,Author X,,Tablets,Europe,Germany,Sanderston,5.0,815.17,0.18,3342.2,463.63,31.56,Medium,Matthew Wilson,W1
O-8747,2024-12-30,C-9358,,Furniture,Tables,Europe,Germany,Jacksonside,,261.05,0.12,229.72,51.77,48.57,Medium,Thomas Weaver,W3
O-4669,2025-02-12,C-2160,Language Mini,Apparel,Shirts,Europe,,Ryanburgh,10.0,38.95,0.08,358.34,84.03,28.6,High,Audrey Page,W4
,2025-04-10,C-5658,Region Mini,Apparel,Shirts,North America,USA,West Jessica,,295.65,0.12,260.17,75.45,27.29,Low,Victoria Jensen,W2
O-5987,2025-03-08,C-1281,Tonight Mini,Electronics,Tablets,Asia,India,East Tracyhaven,5.0,960.75,0.23,3698.89,798.99,30.95,High,Joseph Hopkins,W4
O-3039,2025-05-27,,Degree Mini,Electronics,Tablets,Asia,China,Morenostad,12.0,250.64,0.21,2376.07,547.99,41.02,,Jay Hill,W2
O-6006,2025-01-13,C-7209,Song Mini,Furniture,Chairs,Europe,France,,14.0,623.59,0.16,7333.42,757.11,,High,Elizabeth Smith,W3
O-1217,2025-04-20,C-8445,Necessary Mini,Furniture,Tables,North America,USA,West Lucasmouth,16.0,143.81,0.19,1863.78,346.57,30.01,Medium,Ashley Cooper,W3
,2025-01-15,C-8163,Hope Mini,Apparel,Shoes,North America,Canada,Shawnhaven,2.0,135.27,0.12,238.08,50.98,10.42,Low,Jay Moore,W2
O-9535,2024-08-19,C-4846,Year Pro,Furniture,Chairs,North America,Canada,Schneiderport,20.0,118.96,0.07,2212.66,227.31,25.02,Low,,W2
O-9174,2024-11-17,C-9238,Wife Mini,Apparel,Shirts,Asia,China,East Bill,6.0,502.06,0.19,2440.01,418.58,48.31,Medium,Natalie Fernandez,W4
O-3185,,C-1880,Tax Plus,Furniture,Tables,North America,Canada,Port Jose,,586.03,0.28,421.94,73.86,25.74,High,Veronica Davis,W2
O-4974,2025-02-20,C-7584,Good Plus,Furniture,Tables,Asia,India,West Tracyborough,12.0,778.69,0.2,7475.42,1289.79,19.8,Low,Samuel Chandler,W1
O-6774,2024-11-18,C-2681,Mission X,Apparel,Jackets,North America,Canada,New Jose,16.0,948.91,0.2,12146.05,3399.99,9.12,High,Patricia Dean,W4
O-7537,2025-06-24,C-7697,Report Plus,Electronics,Laptops,North America,Canada,Nicolefurt,18.0,960.95,0.22,13491.74,1365.24,15.19,High,Stephanie Gutierrez,W2
O-3238,2025-03-16,C-4645,Prepare X,Furniture,Sofas,Asia,China,,15.0,51.62,0.01,766.56,124.31,15.87,High,Jonathan Bennett,
,2025-07-15,C-6127,Reduce Mini,Electronics,Tablets,Asia,China,South Jesseberg,2.0,211.71,0.22,330.27,95.61,9.46,Medium,Marc Mccall,W4
O-2965,,C-6442,,,Tablets,North America,USA,Hoganchester,8.0,793.98,0.26,4700.36,504.95,23.01,Low,,W3
O-9227,,C-7302,Hand X,Apparel,Shoes,North America,USA,New Vicki,15.0,702.58,0.16,8852.51,1428.32,22.41,High,Sarah Mcconnell,W4
O-4778,2024-10-02,C-5976,Man Pro,Apparel,Shirts,Asia,China,New Jaime,4.0,617.22,0.14,2123.24,589.67,19.54,Medium,Amy Burch,W1
O-3781,,C-4875,Record X,Electronics,Phones,Asia,China,Jessicaborough,9.0,491.93,0.14,3807.54,398.81,,High,Kevin Liu,W1
,2025-03-03,C-7188,Series X,Electronics,Tablets,North America,Canada,Philipport,,511.38,0.13,444.9,123.08,,High,Adam Perkins,W4
O-7605,2025-07-25,C-1017,Figure Pro,Electronics,Phones,Asia,China,Madelineshire,16.0,,0.15,0.0,0.0,11.0,Low,James Anderson,W2
O-3499,2024-07-27,C-4955,Whole Pro,Electronics,Laptops,North America,Canada,Alyssaborough,8.0,796.35,0.12,5606.3,675.87,14.81,,Donna Thompson,W1
O-2860,2024-12-15,C-4714,Along X,Electronics,Tablets,Asia,India,West Dawnfurt,12.0,213.67,0.1,2307.64,527.64,8.44,Medium,Thomas Warren,W3
O-4300,2024-10-10,C-3839,Even Pro,Furniture,Sofas,Europe,Germany,Samanthabury,11.0,807.17,0.26,6570.36,1103.62,49.88,Medium,Arthur Cox,W2
O-2536,2025-05-06,C-2612,Both X,Electronics,Tablets,,,West Carlos,17.0,311.75,0.16,4451.79,728.89,23.34,High,David Phillips,W4
O-3403,2025-07-07,C-3185,Fall X,Furniture,Tables,Asia,India,Juliehaven,11.0,950.9,,10459.9,1046.23,19.56,High,Nicholas Robinson,W1
O-6115,2024-09-19,C-6985,,Furniture,Chairs,Europe,Germany,,7.0,315.12,0.29,1566.15,183.82,34.93,High,Danielle Rodriguez,W1
O-6013,2025-05-13,C-1512,Congress X,,Shirts,,Canada,Markburgh,7.0,695.74,0.06,4577.97,701.71,5.61,High,Alejandra Jimenez,W1
O-3711,2024-10-18,,Carry Mini,Electronics,Tablets,,USA,Williammouth,,900.15,0.29,639.11,190.5,11.52,Medium,Jeremy Ferguson,W4
,,C-9392,Democratic Mini,Electronics,Tablets,,Canada,South Karen,2.0,49.36,0.06,92.8,17.79,13.36,High,Wayne Ellis,W3
O-6897,2025-04-30,C-4916,Training Pro,Electronics,Laptops,Asia,,New Patricia,3.0,271.67,0.05,774.26,166.04,46.08,Medium,,W3
O-4183,2025-05-29,,Usually Pro,Furniture,Tables,,UK,West Davidfurt,5.0,399.08,0.27,1456.64,376.4,7.78,High,Lauren Salas,W4
O-7505,,,Here Plus,Apparel,Shirts,Asia,Japan,Danielborough,11.0,,0.26,0.0,0.0,33.85,,Mark Lynch,
O-7343,,C-3613,Ability Plus,Furniture,Tables,Europe,France,New Glennbury,6.0,575.3,0.15,2934.03,676.51,48.46,Medium,Jacob Lawson,W1
,2025-01-16,C-6915,Every Pro,Apparel,,Asia,Japan,Kendraberg,,,0.1,0.0,0.0,34.81,High,,W1
O-3584,2025-01-17,C-2999,Recently Plus,Apparel,Shoes,Asia,China,West Miguelland,12.0,95.65,0.14,987.11,190.12,34.33,Medium,Kelly Hayes,W2
O-8605,2025-07-13,C-6638,Hot Pro,Electronics,Laptops,North America,Canada,Joshuaburgh,9.0,540.1,0.03,4715.07,981.27,49.92,High,Bruce Hurley,W1
O-8809,2024-10-25,C-8776,The Plus,Apparel,Jackets,North America,,Padillaton,12.0,23.64,0.2,226.94,43.52,15.38,Medium,Michael Anderson,W1
O-8815,2025-01-28,,Clearly Plus,Furniture,Tables,Asia,Japan,Lindamouth,5.0,560.3,0.29,1989.06,324.52,28.48,High,Justin Terry,W3
O-8272,2024-08-27,,Reflect Mini,Furniture,Chairs,Asia,India,Kirkbury,19.0,,0.04,0.0,0.0,30.33,Low,,W2
O-1820,2024-09-25,C-1741,Born Mini,Electronics,Phones,North America,USA,Christianchester,18.0,972.93,0.07,16286.85,3513.9,39.56,High,Michael Kim,W4
O-7848,2024-07-29,C-9470,Respond Mini,,,North America,,Smithshire,19.0,310.72,0.0,5903.68,1345.11,17.93,Low,Donna Thompson,W4
O-2012,2025-03-24,C-2809,Fight Mini,,Laptops,Asia,,Lake Diana,15.0,827.47,0.15,10550.24,3073.54,15.12,Low,Nathan Butler,W2
,2024-09-28,C-5252,,Electronics,Tablets,Europe,France,Lake Nicholasview,17.0,55.75,0.14,815.06,211.09,25.17,Medium,Christina King,W2
O-5201,2024-08-27,C-1452,Conference Mini,Apparel,Jackets,Asia,Japan,Thompsonshire,,258.07,0.18,211.62,51.56,,Medium,Linda Duncan,W2
O-4062,2024-08-18,C-7051,Leave Pro,Furniture,Sofas,North America,USA,East Justinport,17.0,84.96,0.07,1343.22,196.86,11.17,,Jason Williams,W3
O-9181,2025-03-04,C-3994,Television Pro,Electronics,Phones,North America,USA,Mcfarlandburgh,3.0,792.57,,2377.71,428.76,42.55,Low,Kimberly Martin,W3
O-2606,2025-02-21,C-4840,Role X,Electronics,Tablets,Europe,UK,South Davidfurt,14.0,176.05,0.04,2366.11,307.91,29.34,Medium,Amy Huang,W4
,2025-01-06,C-8618,Face Mini,Furniture,Sofas,North America,Canada,New Lorraineborough,20.0,115.2,0.1,2073.6,289.75,5.75,Low,Casey Carpenter,W4
O-4393,2025-01-08,C-5364,Education Pro,Furniture,Tables,Asia,,Port Valerie,1.0,773.67,0.24,587.99,66.35,21.89,Low,Katherine Garza,W1
O-1082,2025-01-02,C-3940,Church X,Apparel,Shirts,North America,Canada,South Nicholas,12.0,651.72,0.12,6882.16,1978.61,43.31,Medium,Fred Campbell,W3
O-7193,2025-02-17,C-4460,Into Plus,Furniture,Sofas,Asia,India,Tylerville,19.0,635.52,0.11,10746.64,2685.74,32.22,,Debra Smith,
O-8393,2025-02-13,C-8148,Whose Plus,Apparel,Jackets,North America,,East Marie,7.0,361.16,0.16,2123.62,279.86,,,Michele White,W3
O-2294,2025-05-10,C-1108,Modern Plus,Apparel,Jackets,North America,USA,Duncanburgh,14.0,903.21,0.1,11380.45,1342.13,29.75,Medium,Diana Waters,
O-9937,2024-08-20,C-4971,Structure Mini,Apparel,Shirts,Asia,India,,8.0,74.65,0.27,435.96,55.95,34.54,Medium,,W1
O-6616,2024-12-01,C-4882,,Furniture,Sofas,Asia,Japan,,6.0,31.74,0.14,163.78,41.59,13.65,,Connie Wheeler,W3
O-8682,2024-12-09,C-7804,But X,,Phones,Europe,UK,Nguyenview,15.0,842.17,0.07,11748.27,3460.55,49.94,Medium,Ashley Martinez,W1
O-5758,2025-01-31,C-6322,My Mini,Apparel,Jackets,Asia,,Lake Jamesmouth,13.0,59.43,0.19,625.8,120.76,24.46,Medium,Robyn Johnson,W2
O-2860,,C-4401,Top Pro,Furniture,Chairs,Europe,UK,Hallstad,,676.01,0.18,554.33,95.67,25.17,Medium,Jesus Chavez,W2
O-1195,2024-10-20,C-1780,Bit Mini,Furniture,Tables,Asia,China,North Katie,10.0,867.86,0.05,8244.67,1576.22,18.13,Low,Danielle Johnson,W4
O-2080,2025-05-29,C-6357,Agreement Mini,Furniture,Tables,North America,Canada,Wheelermouth,15.0,366.37,0.3,3846.88,645.84,30.41,Low,Barbara Davis,W1
